deg,Nan_last,Max_last,Nan_full,Max_full
5715.5,,,0.407228,0.607983
5716,,,0.403758,0.607428
5716.5,,,0.397357,0.604188
5717,,,0.393921,0.60355
5717.5,,,0.388098,0.60068
5718,,,0.383585,0.599347
5718.5,,,0.378754,0.596726
5719,,,0.373254,0.594431
5719.5,,,0.369355,0.592544
5720,,,0.363074,0.589032
5720.5,,,0.359685,0.587627
5721,,,0.353188,0.58374
5721.5,,,0.34974,0.582212
5722,,,0.343607,0.578142
5722.5,,,0.339501,0.575947
5723,,,0.334564,0.57266
5723.5,,,0.329211,0.569455
5724,,,0.325172,0.566312
5724.5,,,0.31907,0.562195
5725,,,0.315732,0.560199
5725.5,,,0.309541,0.555215
5726,,,0.306415,0.552954
5726.5,,,0.30016,0.548104
5727,,,0.296437,0.545494
5727.5,,,0.291358,0.540943
5728,,,0.286731,0.53748
5728.5,,,0.282652,0.533764
5729,,,0.27696,0.529206
5729.5,,,0.273784,0.526403
5730,,,0.267709,0.521185
5730.5,,,0.265272,0.518865
5731,,,0.258701,0.513168
5731.5,,,0.255986,0.510858
5732,,,0.250415,0.505681
5732.5,,,0.246549,0.502418
5733,,,0.242449,0.498406
5733.5,,,0.237415,0.494309
5734,,,0.234463,0.491527
5734.5,,,0.228781,0.486304
5735,,,0.226386,0.4845
5735.5,,,0.220516,0.478957
5736,,,0.2183,0.477051
5736.5,,,0.212721,0.472165
5737,,,0.20954,0.469722
5737.5,,,0.205277,0.465925
5738,,,0.201068,0.462417
5738.5,,,0.197885,0.459809
5739,,,0.192357,0.455174
5739.5,,,0.190485,0.454381
5740,,,0.184898,0.449177
5740.5,,,0.182983,0.448337
5741,,,0.177356,0.443635
5741.5,,,0.174692,0.442045
5742,,,0.170299,0.438785
5742.5,,,0.166709,0.435985
5743,,,0.163692,0.433834
5743.5,,,0.158477,0.429741
5744,,,0.156658,0.429172
5744.5,,,0.150721,0.424334
5745,,,0.14952,0.423897
5745.5,,,0.143876,0.419112
5746,,,0.142149,0.418308
5746.5,,,0.137619,0.414633
5747,,,0.13404,0.412092
5747.5,,,0.131231,0.40971
5748,,,0.126918,0.406185
5748.5,,,0.124738,0.40519
5749,,,0.119197,0.400241
5749.5,,,0.118728,0.399849
5750,,,0.113073,0.394883
5750.5,,,0.111412,0.394005
5751,,,0.106943,0.389728
5751.5,,,0.104214,0.387374
5752,,,0.100729,0.384336
5752.5,,,0.0971757,0.380302
5753,,,0.0952452,0.378646
5753.5,,,0.0902202,0.373697
5754,,,0.0893003,0.372807
5754.5,,,0.0839007,0.367312
5755,,,0.0829931,0.365859
5755.5,,,0.0779813,0.360739
5756,,,0.0763154,0.358173
5756.5,,,0.0727438,0.354024
5757,,,0.0693171,0.350217
5757.5,,,0.0671896,0.347172
5758,,,0.0624851,0.341735
5758.5,,,0.0616821,0.340136
5759,,,0.0561969,0.33381
5759.5,,,0.0559806,0.331936
5760,,,0.0505979,0.326143
5760.5,,,0.0494845,0.323248
5761,,,0.0458213,0.318374
5761.5,,,0.0431832,0.314197
5762,,,0.0406834,0.310495
5762.5,,,0.03668,0.304669
5763,,,0.0355907,0.30246
5763.5,,,0.0313013,0.295775
5764,,,0.0306205,0.293839
5764.5,,,0.0258684,0.28693
5765,,,0.0253112,0.284489
5765.5,,,0.021321,0.278371
5766,,,0.0198987,0.274414
5766.5,,,0.0168391,0.270377
5767,,,0.014161,0.264562
5767.5,,,0.0128702,0.261798
5768,,,0.00933788,0.25478
5768.5,,,0.00865947,0.252592
5769,,,0.00472831,0.245941
5769.5,,,0.00466936,0.243339
5770,,,0.000946375,0.236943
5770.5,,,0.000242158,0.233859
5771,,,-0.00213031,0.228481
5771.5,,,-0.00371045,0.22354
5772,,,-0.00537064,0.220036
5772.5,,,-0.0075648,0.214108
5773,,,-0.00823993,0.211737
5773.5,,,-0.0107947,0.204973
5774,,,-0.0105664,0.202642
5774.5,,,-0.0134749,0.196221
5775,,,-0.013166,0.193862
5775.5,,,-0.0152853,0.188023
5776,,,-0.0157967,0.184196
5776.5,,,-0.0171298,0.18047
5777,,,-0.0178433,0.175307
5777.5,,,-0.0176532,0.172546
5778,,,-0.0196881,0.166371
5778.5,,,-0.0187032,0.164774
5779,,,-0.0207923,0.158253
5779.5,,,-0.0195237,0.156523
5780,,,-0.0212693,0.151049
5780.5,,,-0.0205697,0.148182
5781,,,-0.0214123,0.144049
5781.5,,,-0.021278,0.139734
5782,,,-0.0203008,0.137216
5782.5,,,-0.0215642,0.131592
5783,,,-0.0190905,0.130499
5783.5,,,-0.0211075,0.124501
5784,,,-0.0196929,0.12364
5784.5,,,-0.0199092,0.118034
5785,,,-0.0180238,0.116029
5785.5,,,-0.0180223,0.112058
5786,,,-0.0173246,0.108877
5786.5,,,-0.015877,0.106649
5787,,,-0.0157342,0.102092
5787.5,,,-0.0131214,0.10111
5788,,,-0.0137951,0.0957145
5788.5,,,-0.0107344,0.0955145
5789,,,-0.0108671,0.0907358
5789.5,,,-0.00839039,0.0898509
5790,,,-0.00748623,0.0858694
5790.5,,,-0.00567203,0.083861
5791,,,-0.00373022,0.0819616
5791.5,,,-0.00224378,0.0786244
5792,,,0.000694633,0.078044
5792.5,,,0.00134972,0.0737096
5793,,,0.00501962,0.0742895
5793.5,,,0.00536165,0.0698694
5794,,,0.00891235,0.0701702
5794.5,,,0.0103672,0.0667399
5795,,,0.0131903,0.0661581
5795.5,,,0.0155909,0.064025
5796,,,0.0178253,0.0623881
5796.5,,,0.020985,0.0615843
5797,,,0.0226269,0.0591781
5797.5,,,0.0270077,0.0599107
5798,,,0.0281941,0.0567783
5798.5,,,0.0324322,0.0574601
5799,,,0.034609,0.055281
5799.5,,,0.0382454,0.0553712
5800,,,0.0408998,0.0540624
5800.5,,,0.0436117,0.0534997
5801,,,0.0478307,0.0532397
5801.5,,,0.0497797,0.05215
5802,,,0.0547694,0.0531631
5802.5,,,0.0565255,0.051357
5803,,,0.0614976,0.0532328
5803.5,,,0.0638639,0.0514132
5804,,,0.0679897,0.0529876
5804.5,,,0.0713077,0.0520672
5805,,,0.074812,0.0528816
5805.5,,,0.0789875,0.0535906
5806,,,0.0818793,0.0532904
5806.5,,,0.0866282,0.0552528
5807,,,0.089395,0.0542147
5807.5,,,0.0948646,0.0569755
5808,,,0.0972391,0.0560605
5808.5,,,0.102274,0.0589567
5809,,,0.105847,0.058525
5809.5,,,0.109899,0.0604416
5810,,,0.114408,0.0618069
5810.5,,,0.118257,0.0624858
5811,,,0.123355,0.0648983
5811.5,,,0.126261,0.0650203
5812,,,0.132344,0.0688748
5812.5,,,0.13508,0.0685084
5813,,,0.140838,0.0718193
5813.5,,,0.144637,0.0726113
5814,,,0.149826,0.0756224
5814.5,,,0.154366,0.0771475
5815,,,0.158543,0.0790819
5815.5,,,0.16416,0.08245
5816,,,0.167908,0.0834301
5816.5,,,0.173869,0.0877371
5817,,,0.177662,0.0882275
5817.5,,,0.183586,0.0928331
5818,,,0.188008,0.0936178
5818.5,,,0.193582,0.0976279
5819,,,0.198586,0.100098
5819.5,,,0.203262,0.103063
5820,,,0.208789,0.106774
5820.5,,,0.213557,0.108679
5821,,,0.219898,0.113463
5821.5,,,0.224164,0.114917
5822,,,0.230488,0.120119
5822.5,,,0.235215,0.121849
5823,,,0.241338,0.126897
5823.5,,,0.246476,0.129359
5824,,,0.251873,0.133355
5824.5,,,0.257787,0.137516
5825,,,0.262882,0.140256
5825.5,,,0.26922,0.145264
5826,,,0.274039,0.147379
5826.5,,,0.280816,0.1534
5827,,,0.285709,0.155136
5827.5,,,0.291901,0.160886
5828,,,0.297351,0.16398
5828.5,,,0.303129,0.168616
5829,,,0.309338,0.172686
5829.5,,,0.314295,0.176326
5830,,,0.320824,0.181545
5830.5,,,0.325626,0.18414
5831,,,0.332339,0.190209
5831.5,,,0.337268,0.192811
5832,,,0.343554,0.198595
5832.5,,,0.348952,0.201712
5833,,,0.35468,0.207309
5833.5,,,0.360576,0.211438
5834,,,0.365723,0.215359
5834.5,,,0.371687,0.220761
5835,,,0.376493,0.224053
5835.5,,,0.382793,0.229864
5836,,,0.38752,0.233124
5836.5,,,0.393328,0.239154
5837,,,0.398657,0.242508
5837.5,,,0.403778,0.248002
5838,,,0.409596,0.252381
5838.5,,,0.413787,0.256739
5839,,,0.41983,0.261836
5839.5,,,0.423987,0.26579
5840,,,0.429618,0.271747
5840.5,,,0.434005,0.274846
5841,,,0.439295,0.281065
5841.5,,,0.44402,0.284486
5842,,,0.448708,0.289985
5842.5,,,0.453759,0.29426
5843,,,0.457597,0.298933
5843.5,,,0.462751,0.304174
5844,,,0.466476,0.307946
5844.5,,,0.471581,0.313513
5845,,,0.475235,0.317236
5845.5,,,0.480017,0.322819
5846,,,0.48413,0.326507
5846.5,,,0.487904,0.331493
5847,,,0.492184,0.336143
5847.5,,,0.495446,0.34077
5848,,,0.499914,0.345705
5848.5,,,0.50282,0.349169
5849,,,0.507207,0.355192
5849.5,,,0.510261,0.358429
5850,,,0.513886,0.36397
5850.5,,,0.517462,0.367917
5851,,,0.520276,0.373072
5851.5,,,0.523934,0.377691
5852,,,0.526186,0.38211
5852.5,,,0.530132,0.387071
5853,,,0.531956,0.391401
5853.5,,,0.535735,0.396992
5854,,,0.537744,0.400811
5854.5,,,0.540679,0.406518
5855,,,0.543171,0.410607
5855.5,,,0.545318,0.416034
5856,,,0.548276,0.420868
5856.5,,,0.549912,0.425414
5857,,,0.553049,0.4304
5857.5,,,0.554079,0.434896
5858,,,0.556981,0.440727
5858.5,,,0.558379,0.444541
5859,,,0.560756,0.450043
5859.5,,,0.562512,0.454453
5860,,,0.564115,0.459542
5860.5,,,0.566248,0.464676
5861,,,0.567338,0.469
5861.5,,,0.569764,0.474566
5862,,,0.570223,0.478572
5862.5,,,0.572495,0.483985
5863,,,0.573031,0.487931
5863.5,,,0.574893,0.493456
5864,,,0.575777,0.497493
5864.5,,,0.576804,0.502562
5865,,,0.578009,0.506767
5865.5,,,0.578126,0.511524
5866,,,0.579789,0.51615
5866.5,,,0.579212,0.52018
5867,,,0.580799,0.525505
5867.5,,,0.580156,0.529043
5868,,,0.581137,0.534033
5868.5,,,0.580981,0.537485
5869,,,0.58089,0.542113
5869.5,,,0.580957,0.546271
5870,,,0.58029,0.550349
5870.5,,,0.580561,0.55468
5871,,,0.579123,0.558111
5871.5,,,0.579345,0.562516
5872,,,0.577785,0.565645
5872.5,,,0.577734,0.570321
5873,,,0.575969,0.573333
5873.5,,,0.575261,0.577224
5874,,,0.573762,0.580455
5874.5,,,0.572041,0.583862
5875,,,0.571154,0.587523
5875.5,,,0.568534,0.590205
5876,,,0.567775,0.59393
5876.5,,,0.565025,0.596185
5877,,,0.563967,0.599611
5877.5,,,0.560595,0.601633
5878,,,0.559259,0.604644
5878.5,,,0.556363,0.60685
5879,,,0.55399,0.609383
5879.5,,,0.551903,0.611475
5880,,,0.548605,0.613239
5880.5,,,0.546882,0.615641
5881,,,0.542978,0.616688
5881.5,,,0.541071,0.618754
5882,,,0.537,0.619402
5882.5,,,0.534864,0.621464
5883,,,0.531059,0.621911
5883.5,,,0.528215,0.623338
5884,,,0.524638,0.624223
5884.5,,,0.52064,0.624223
5885,,,0.518082,0.625128
5885.5,,,0.513358,0.624849
5886,,,0.510489,0.625905
5886.5,,,0.505604,0.624737
5887,,,0.502581,0.625431
5887.5,,,0.497621,0.623938
5888,,,0.494365,0.6241
5888.5,,,0.489562,0.6231
5889,,,0.485021,0.622166
5889.5,,,0.48124,0.621541
5890,,,0.475736,0.620091
5890.5,,,0.472217,0.6197
5891,,,0.466278,0.617836
5891.5,,,0.462647,0.617969
5892,,,0.456975,0.616173
5892.5,,,0.452807,0.615986
5893,,,0.44709,0.614515
5893.5,,,0.442286,0.61358
5894,,,0.43751,0.612347
5894.5,,,0.431652,0.610594
5895,,,0.427065,0.60967
5895.5,,,0.420835,0.607469
5896,,,0.41657,0.606711
5896.5,,,0.410086,0.603849
5897,,,0.406078,0.60315
5897.5,,,0.399467,0.600391
5898,,,0.394438,0.59868
5898.5,,,0.388746,0.596594
5899,,,0.383069,0.594224
5899.5,,,0.378182,0.592542
5900,,,0.371367,0.588834
5900.5,,,0.367242,0.587675
5901,,,0.360108,0.583916
5901.5,,,0.356058,0.582697
5902,,,0.349041,0.578346
5902.5,,,0.344398,0.576393
5903,,,0.338513,0.573141
5903.5,,,0.332644,0.569736
5904,,,0.327754,0.567217
5904.5,,,0.321215,0.563179
5905,,,0.316908,0.560776
5905.5,,,0.309871,0.556384
5906,,,0.306225,0.554131
5906.5,,,0.299164,0.549274
5907,,,0.295003,0.546821
5907.5,,,0.289089,0.542482
5908,,,0.283973,0.538863
5908.5,,,0.27901,0.535508
5909,,,0.272833,0.530924
5909.5,,,0.269447,0.528075
5910,,,0.262524,0.523037
5910.5,,,0.259307,0.520817
5911,,,0.252463,0.515595
5911.5,,,0.249134,0.512848
5912,,,0.243476,0.507985
5912.5,,,0.23929,0.504816
5913,,,0.234489,0.500805
5913.5,,,0.229246,0.496825
5914,,,0.225925,0.493935
5914.5,,,0.219951,0.488933
5915,,,0.217533,0.487083
5915.5,,,0.211316,0.481815
5916,,,0.20872,0.479726
5916.5,,,0.203257,0.47484
5917,,,0.199988,0.472355
5917.5,,,0.195375,0.468682
5918,,,0.191,0.465203
5918.5,,,0.187875,0.462721
5919,,,0.182436,0.458226
5919.5,,,0.180438,0.457021
5920,,,0.174744,0.45196
5920.5,,,0.172569,0.450875
5921,,,0.167128,0.446437
5921.5,,,0.164577,0.444744
5922,,,0.16026,0.441387
5922.5,,,0.156301,0.438582
5923,,,0.153568,0.436492
5923.5,,,0.148543,0.432404
5924,,,0.146644,0.431396
5924.5,,,0.14077,0.426789
5925,,,0.139869,0.426359
5925.5,,,0.133911,0.421511
5926,,,0.132184,0.420279
5926.5,,,0.127763,0.41705
5927,,,0.124383,0.414407
5927.5,,,0.121701,0.412097
5928,,,0.117135,0.408298
5928.5,,,0.115328,0.407099
5929,,,0.109604,0.402442
5929.5,,,0.109096,0.401851
5930,,,0.103382,0.39693
5930.5,,,0.102067,0.395802
5931,,,0.0977149,0.391389
5931.5,,,0.0945197,0.389236
5932,,,0.0914923,0.386136
5932.5,,,0.0875961,0.382237
5933,,,0.085941,0.38046
5933.5,,,0.0805715,0.375301
5934,,,0.0799046,0.374485
5934.5,,,0.074541,0.368835
5935,,,0.0731024,0.367732
5935.5,,,0.0685014,0.362333
5936,,,0.066809,0.359754
5936.5,,,0.0631022,0.355685
5937,,,0.0595241,0.351715
5937.5,,,0.0575969,0.348969
5938,,,0.0529459,0.343413
5938.5,,,0.0519926,0.34171
5939,,,0.0467745,0.335272
5939.5,,,0.0460926,0.333857
5940,,,0.0413577,0.327736
5940.5,,,0.0394115,0.32485
5941,,,0.0360947,0.320085
5941.5,,,0.0332761,0.315963
5942,,,0.0308975,0.31206
5942.5,,,0.0273321,0.306426
5943,,,0.0257675,0.304181
5943.5,,,0.0218363,0.297241
5944,,,0.0207533,0.295675
5944.5,,,0.0162682,0.288598
5945,,,0.0154492,0.285908
5945.5,,,0.0118707,0.280379
5946,,,0.00978125,0.276066
5946.5,,,0.00710833,0.27183
5947,,,0.00460778,0.266102
5947.5,,,0.00262332,0.263402
5948,,,-0.000223143,0.256361
5948.5,,,-0.000802013,0.254175
5949,,,-0.00477605,0.247149
5949.5,,,-0.0053782,0.24461
5950,,,-0.00815248,0.238296
5950.5,,,-0.00953785,0.235024
5951,,,-0.0118674,0.22987
5951.5,,,-0.0136624,0.224559
5952,,,-0.0146264,0.22125
5952.5,,,-0.0170364,0.215077
5953,,,-0.0173081,0.212613
5953.5,,,-0.0200237,0.205836
5954,,,-0.0199332,0.203666
5954.5,,,-0.0222809,0.197214
5955,,,-0.0224249,0.194264
5955.5,,,-0.0240003,0.188995
5956,,,-0.024684,0.184745
5956.5,,,-0.0255232,0.181111
5957,,,-0.0266209,0.175858
5957.5,,,-0.0267332,0.173162
5958,,,-0.0277174,0.167018
5958.5,,,-0.02708,0.165313
5959,,,-0.0292272,0.158695
5959.5,,,-0.0277418,0.156688
5960,,,-0.0288038,0.151526
5960.5,,,-0.0283628,0.148385
5961,,,-0.028637,0.144122
5961.5,,,-0.0285742,0.139748
5962,,,-0.0278298,0.137426
5962.5,,,-0.0283693,0.13159
5963,,,-0.0269071,0.130534
5963.5,,,-0.0278249,0.124232
5964,,,-0.0257145,0.123463
5964.5,,,-0.0257446,0.117863
5965,,,-0.02456,0.115846
5965.5,,,-0.0242918,0.111894
5966,,,-0.0232603,0.108277
5966.5,,,-0.0214917,0.106279
5967,,,-0.0212826,0.101384
5967.5,,,-0.0186258,0.100795
5968,,,-0.0187317,0.0951178
5968.5,,,-0.0154694,0.0949754
5969,,,-0.0151423,0.0898487
5969.5,,,-0.0128648,0.0891279
5970,,,-0.01167,0.0850383
5970.5,,,-0.00972874,0.0829525
5971,,,-0.00736879,0.0809506
5971.5,,,-0.00572556,0.0775897
5972,,,-0.00289282,0.0770113
5972.5,,,-0.0022732,0.0726604
5973,,,0.00186564,0.0732495
5973.5,,,0.00264467,0.068649
5974,,,0.0064659,0.0688542
5974.5,,,0.00816896,0.0653997
5975,,,0.0108441,0.06491
5975.5,,,0.0138031,0.0625895
5976,,,0.0162234,0.0608904
5976.5,,,0.020075,0.0600108
5977,,,0.0212011,0.0576325
5977.5,,,0.0254102,0.0582559
5978,,,0.0276621,0.0547616
5978.5,,,0.03202,0.0560015
5979,,,0.0343918,0.0532138
5979.5,,,0.0381705,0.0537344
5980,,,0.0412363,0.0518753
5980.5,,,0.0441925,0.0514969
5981,,,0.0484435,0.0511269
5981.5,,,0.05081,0.0500687
5982,,,0.0553861,0.0510333
5982.5,,,0.0580198,0.0492338
5983,,,0.0631002,0.0511608
5983.5,,,0.0657423,0.0489299
5984,,,0.0700022,0.0505397
5984.5,,,0.0735261,0.0496684
5985,,,0.0772132,0.0504863
5985.5,,,0.0818638,0.0509736
5986,,,0.0847683,0.0507374
5986.5,,,0.0895638,0.0526044
5987,,,0.0927776,0.0515998
5987.5,,,0.0982605,0.0542648
5988,,,0.101416,0.0533543
5988.5,,,0.106374,0.056063
5989,,,0.110217,0.0557083
5989.5,,,0.114611,0.0573737
5990,,,0.119383,0.0587625
5990.5,,,0.122883,0.0593055
5991,,,0.128385,0.0619349
5991.5,,,0.132041,0.0620201
5992,,,0.137757,0.0654605
5992.5,,,0.141381,0.0651511
5993,,,0.146953,0.0687481
5993.5,,,0.151511,0.0691549
5994,,,0.156097,0.0721558
5994.5,,,0.160942,0.0737552
5995,,,0.165514,0.075637
5995.5,,,0.17128,0.0789686
5996,,,0.175493,0.0797648
5996.5,,,0.181467,0.0839259
5997,,,0.185806,0.08464
5997.5,,,0.191349,0.0891473
5998,,,0.196507,0.0896659
5998.5,,,0.201626,0.0940769
5999,,,0.20713,0.0961598
5999.5,,,0.212046,0.0990642
6000,,,0.218113,0.102815
6000.5,,,0.22278,0.104654
6001,,,0.228945,0.109564
6001.5,,,0.233704,0.110853
6002,,,0.240127,0.116327
6002.5,,,0.244983,0.117634
6003,,,0.250853,0.122722
6003.5,,,0.256539,0.125087
6004,,,0.261897,0.129116
6004.5,,,0.268449,0.132986
6005,,,0.273072,0.135894
6005.5,,,0.279757,0.141232
6006,,,0.284536,0.143142
6006.5,,,0.291313,0.148983
6007,,,0.296496,0.151104
6007.5,,,0.302655,0.156703
6008,,,0.308415,0.159174
6008.5,,,0.313899,0.164257
6009,,,0.320283,0.16839
6009.5,,,0.325289,0.171818
6010,,,0.331692,0.177327
6010.5,,,0.33691,0.179659
6011,,,0.343147,0.185888
6011.5,,,0.348616,0.188235
6012,,,0.354237,0.194501
6012.5,,,0.360307,0.197323
6013,,,0.365376,0.202705
6013.5,,,0.37153,0.206735
6014,,,0.376224,0.211102
6014.5,,,0.382756,0.216725
6015,,,0.387161,0.219643
6015.5,,,0.393334,0.225666
6016,,,0.398086,0.228771
6016.5,,,0.403782,0.2348
6017,,,0.408976,0.238254
6017.5,,,0.413833,0.243605
6018,,,0.419619,0.248195
6018.5,,,0.423732,0.252353
6019,,,0.429707,0.257845
6019.5,,,0.433757,0.261456
6020,,,0.439155,0.267365
6020.5,,,0.443342,0.270746
6021,,,0.448573,0.276835
6021.5,,,0.452967,0.28018
6022,,,0.457157,0.285889
6022.5,,,0.462546,0.290258
6023,,,0.465947,0.294622
6023.5,,,0.471097,0.299916
6024,,,0.474175,0.303713
6024.5,,,0.47932,0.30987
6025,,,0.482658,0.313002
6025.5,,,0.486937,0.318749
6026,,,0.490596,0.322439
6026.5,,,0.494288,0.32808
6027,,,0.498869,0.332032
6027.5,,,0.501242,0.336596
6028,,,0.505904,0.341954
6028.5,,,0.508234,0.345667
6029,,,0.512237,0.351234
6029.5,,,0.514892,0.354837
6030,,,0.518252,0.360485
6030.5,,,0.521083,0.364224
6031,,,0.52379,0.369774
6031.5,,,0.527211,0.374201
6032,,,0.528941,0.378647
6032.5,,,0.532527,0.383972
6033,,,0.533963,0.388198
6033.5,,,0.537112,0.393984
6034,,,0.538626,0.397587
6034.5,,,0.541306,0.403378
6035,,,0.543034,0.407597
6035.5,,,0.544876,0.413479
6036,,,0.547423,0.417997
6036.5,,,0.548163,0.422803
6037,,,0.551069,0.428341
6037.5,,,0.551383,0.432573
6038,,,0.553974,0.438152
6038.5,,,0.554455,0.442439
6039,,,0.556614,0.448269
6039.5,,,0.55751,0.452646
6040,,,0.558794,0.458117
6040.5,,,0.560315,0.462852
6041,,,0.560601,0.467645
6041.5,,,0.562824,0.472999
6042,,,0.562477,0.477252
6042.5,,,0.564522,0.482891
6043,,,0.564245,0.486904
6043.5,,,0.565787,0.492633
6044,,,0.565889,0.496642
6044.5,,,0.566502,0.502048
6045,,,0.567045,0.506327
6045.5,,,0.566972,0.511101
6046,,,0.568106,0.516193
6046.5,,,0.566914,0.519968
6047,,,0.568327,0.525441
6047.5,,,0.567107,0.528943
6048,,,0.567708,0.534332
6048.5,,,0.566768,0.53815
6049,,,0.566787,0.542898
6049.5,,,0.566367,0.546779
6050,,,0.565058,0.551094
6050.5,,,0.565407,0.555624
6051,,,0.563178,0.558967
6051.5,,,0.563624,0.564111
6052,,,0.561125,0.566852
6052.5,,,0.561078,0.571529
6053,,,0.55894,0.57459
6053.5,,,0.557997,0.578802
6054,,,0.556378,0.582155
6054.5,,,0.554148,0.585549
6055,,,0.55319,0.589146
6055.5,,,0.550301,0.591694
6056,,,0.549669,0.595537
6056.5,,,0.546332,0.597869
6057,,,0.545064,0.601521
6057.5,,,0.541721,0.603291
6058,,,0.540176,0.606392
6058.5,,,0.537164,0.608512
6059,,,0.534654,0.61095
6059.5,,,0.532512,0.613014
6060,,,0.528943,0.614556
6060.5,,,0.527368,0.617286
6061,,,0.523197,0.617971
6061.5,,,0.521497,0.620127
6062,,,0.517164,0.620738
6062.5,,,0.515245,0.622731
6063,,,0.511327,0.623014
6063.5,,,0.508465,0.624389
6064,,,0.505045,0.624797
6064.5,,,0.501185,0.625187
6065,,,0.498645,0.625777
6065.5,,,0.493982,0.625195
6066,,,0.491393,0.626228
6066.5,,,0.486317,0.624953
6067,,,0.483737,0.625195
6067.5,,,0.478777,0.624125
6068,,,0.475646,0.623867
6068.5,,,0.471098,0.622844
6069,,,0.466797,0.621974
6069.5,,,0.463376,0.621474
6070,,,0.458016,0.620107
6070.5,,,0.454778,0.620155
6071,,,0.449031,0.618475
6071.5,,,0.445952,0.618732
6072,,,0.440378,0.616845
6072.5,,,0.436701,0.61687
6073,,,0.431371,0.615115
6073.5,,,0.426946,0.614154
6074,,,0.422606,0.612693
6074.5,,,0.417033,0.611068
6075,,,0.413182,0.610282
6075.5,,,0.407203,0.607788
6076,,,0.403754,0.607216
6076.5,,,0.397343,0.603988
6077,,,0.393916,0.603332
6077.5,,,0.388092,0.600498
6078,,,0.383571,0.599147
6078.5,,,0.378738,0.596534
6079,,,0.373241,0.594267
6079.5,,,0.36934,0.592267
6080,,,0.36308,0.588835
6080.5,,,0.359673,0.587428
6081,,,0.353177,0.583569
6081.5,,,0.349741,0.582034
6082,,,0.34361,0.578009
6082.5,,,0.339515,0.57576
6083,,,0.334531,0.57245
6083.5,,,0.329203,0.569247
6084,,,0.325171,0.566101
6084.5,,,0.319064,0.562025
6085,,,0.315732,0.560014
6085.5,,,0.309526,0.554993
6086,,,0.306434,0.552905
6086.5,,,0.300146,0.54782
6087,,,0.296436,0.545376
6087.5,,,0.291332,0.540718
6088,,,0.286754,0.537354
6088.5,,,0.282637,0.533602
6089,,,0.276956,0.529044
6089.5,,,0.273798,0.526229
6090,,,0.267714,0.521013
6090.5,,,0.265273,0.518661
6091,,,0.258694,0.513021
6091.5,,,0.255989,0.510701
6092,,,0.250426,0.50551
6092.5,,,0.246543,0.502264
6093,,,0.242447,0.498191
6093.5,,,0.237415,0.494038
6094,,,0.234466,0.491326
6094.5,,,0.228791,0.486135
6095,,,0.226394,0.484372
6095.5,,,0.220512,0.478804
6096,,,0.218296,0.476791
6096.5,,,0.212728,0.471982
6097,,,0.209536,0.469495
6097.5,,,0.205273,0.465698
6098,,,0.201085,0.462197
6098.5,,,0.197876,0.459623
6099,,,0.192391,0.454966
6099.5,,,0.190461,0.454179
6100,,,0.184887,0.44893
6100.5,,,0.183001,0.448176
6101,,,0.177357,0.443396
6101.5,,,0.17471,0.44182
6102,,,0.170285,0.43855
6102.5,,,0.166712,0.435761
6103,,,0.1637,0.433633
6103.5,,,0.158488,0.429588
6104,,,0.15665,0.428941
6104.5,,,0.150748,0.424125
6105,,,0.149491,0.423653
6105.5,,,0.143899,0.41894
6106,,,0.142143,0.418078
6106.5,,,0.13761,0.414415
6107,,,0.134041,0.411918
6107.5,,,0.131243,0.409538
6108,,,0.126923,0.406004
6108.5,,,0.124726,0.405031
6109,,,0.119213,0.400036
6109.5,,,0.118732,0.399661
6110,,,0.11305,0.394764
6110.5,,,0.111434,0.393843
6111,,,0.106938,0.389503
6111.5,,,0.104247,0.387221
6112,,,0.100727,0.384229
6112.5,,,0.0971781,0.380177
6113,,,0.0952613,0.378494
6113.5,,,0.0901953,0.373564
6114,,,0.0892979,0.37269
6114.5,,,0.0839006,0.367081
6115,,,0.0830027,0.365843
6115.5,,,0.0779838,0.360637
6116,,,0.0763196,0.358063
6116.5,,,0.0727538,0.354016
6117,,,0.0693249,0.350051
6117.5,,,0.0671564,0.347046
6118,,,0.0625242,0.34169
6118.5,,,0.0616847,0.340121
6119,,,0.0561859,0.333725
6119.5,,,0.0559901,0.331909
6120,,,0.0506013,0.325982
6120.5,,,0.0495006,0.323241
6121,,,0.0458179,0.318337
6121.5,,,0.0431904,0.31418
6122,,,0.0406606,0.310457
6122.5,,,0.0367051,0.304684
6123,,,0.0355988,0.302402
6123.5,,,0.0312943,0.295759
6124,,,0.0306221,0.29387
6124.5,,,0.0258769,0.286971
6125,,,0.0253559,0.284417
6125.5,,,0.0213111,0.278393
6126,,,0.0198969,0.274537
6126.5,,,0.0168149,0.270298
6127,,,0.0141938,0.264549
6127.5,,,0.0128488,0.261788
6128,,,0.00934847,0.254867
6128.5,,,0.00863881,0.252631
6129,,,0.00478424,0.245994
6129.5,,,0.00468255,0.243447
6130,,,0.000931534,0.23691
6130.5,,,0.0002348,0.233877
6131,,,-0.0021433,0.228578
6131.5,,,-0.00370011,0.223619
6132,,,-0.00536922,0.220064
6132.5,,,-0.0075478,0.214239
6133,,,-0.00823541,0.21176
6133.5,,,-0.0107903,0.205021
6134,,,-0.0105594,0.202714
6134.5,,,-0.0134799,0.196362
6135,,,-0.0131621,0.193927
6135.5,,,-0.0152885,0.188096
6136,,,-0.0157857,0.184302
6136.5,,,-0.0171295,0.180626
6137,,,-0.0178355,0.175249
